temperature,humidity,AvN%(dry),AvP%(dry),AvK%(dry),moisture,season,rainfall,label
22.78133816,82.06719137,2.424,0.25,0,6.430010215,1,248.7183228,rice
25.62980105,83.52842314,2.736,0.31,3.25,5.534878156,2,209.9001977,rice
25.59704938,80.14509262,3.008,0,0,6.903985986,2,200.834898,rice
23.83067496,84.81360127,3.388963536,0.336160221,2.436160221,6.271478838,2,298.5601175,rice
26.31355498,82.36698992,2.528,0.29,2.8,7.224285503,2,265.5355937,rice
24.8972823,80.52586088,2.496,0,0,6.13428721,2,183.6793207,rice
24.958779,84.47963372,3.168,0,0,5.206373153,1,196.9560008,rice
23.24113501,84.59201843,3.184,0.28,2.8,7.782051313,2,233.0453455,rice
21.66628296,80.70960551,3.216,0.37,3.39,7.062779015,2,210.8142087,rice
24.63544858,80.41363018,3.056,0.22,0,7.730367824,2,253.7202781,rice
23.43121862,83.06310136,6.014795017,0,0,5.286203711,1,219.9048349,rice
20.0454142,80.3477562,3.34,0.38,2.88,6.766240045,2,208.5810155,rice
23.85724032,82.22572988,3.339610797,0.544046872,0.765850596,7.382762603,1,195.0948311,rice
21.97199397,81.89918197,3.3,0,0,5.658169482,2,227.3637009,rice
26.22916897,83.83625819,0.338793093,0.051779714,0.747809583,5.543360238,1,286.5083725,rice
23.44676801,84.79352417,1.641025641,0.139194139,2.168498169,6.215109715,2,283.9338466,rice
25.65553461,83.47021081,2.541176471,0.509411765,2,7.120272972,1,217.3788583,rice
24.44345477,82.45432595,1.52,0.303333333,2.016666667,5.950647577,1,267.9761948,rice
20.2801937,82.1235421,5.55,0.69,0,7.236705436,2,191.9535738,rice
21.7238313,80.2389895,4.342857143,0.742857143,0,6.501697816,2,277.9626192,rice
20.41447029,82.20802629,1.231247571,0.159347066,2.328021765,7.592490617,2,245.1511304,rice
25.75528612,83.51827127,1.255056734,0.192402565,2.407498767,5.875345751,1,245.6626799,rice
20.61521424,83.77345559,1.2303207,0.153061224,2.310495627,6.932400225,2,279.5451717,rice
21.84106875,80.72886384,1.322666667,0.173333333,2.055,6.946209881,2,202.3838319,rice
20.08369642,83.29114712,1.52,0.2,0,5.739175027,2,263.6372176,rice
24.45802087,82.74835604,0.752,0,0,6.738652179,2,182.5616319,rice
21.14347496,80.33502926,0.64024864,0.077700078,1.538461539,5.594819626,1,198.6730942,rice
25.78720567,82.11124033,2.32,0.35,0.49,6.946636369,1,243.5120414,rice
23.64124821,80.28597873,0.688,0.08,2.11,5.012139669,1,263.1103304,rice
23.43191632,80.56887849,2.109338703,0.419356823,0.537024609,6.363472208,1,269.5039162,rice
24.97669518,83.891805,1.614054134,0.375691509,0.58,6.880431223,2,204.8001847,rice
22.72791041,82.1706881,2.204648649,0.37018018,1.578288288,7.300410836,1,260.8875056,rice
24.87300744,82.84022551,1.418136564,0.260825991,1.489196035,6.587918708,2,295.6094492,rice
21.32376327,83.00320459,0.686047242,0.095555556,1.793888889,7.283736617,1,192.3197536,rice
26.29465461,84.56919326,4.224,0.54,2.69,7.023936392,1,257.4914906,rice
22.2286982,81.85872947,4.715789474,0.5,1.315789474,6.939083505,1,278.0791793,rice
26.73072391,81.78596776,3.985707865,0.443333333,1.066666667,7.868474653,2,280.4044392,rice
24.88921174,81.97927117,1.274971942,0.151967826,1.594927048,5.005306977,1,185.9461429,rice
26.88444878,81.46033732,3.664516129,0.564516129,0,6.136131869,2,194.5766559,rice
22.67846116,83.72874389,3.475862069,0.5,0.896551724,7.524080076,1,200.9133156,rice
26.08867875,80.37979919,3.594547486,0.408058659,1.854860335,5.706943251,2,182.9043504,rice
25.42977518,82.94682591,1.198629256,0.14295174,1.142390572,5.758506323,2,195.3574542,rice
26.40323239,81.05635517,4.028666667,0.608333333,1.432777778,6.349606327,2,223.3671883,rice
26.04371967,84.96907151,1.155962589,0.14530116,1.141593715,5.999969026,1,186.7536773,rice
25.2827223,80.54372813,4,0,0,5.453592032,1,220.1156708,rice
22.08576562,83.47038318,2.995652174,0.498695652,2.304347826,6.372576327,1,231.7364957,rice
23.28617173,81.43321641,1.062098501,0,0,5.105588355,1,242.3170629,rice
25.48591986,81.40633547,2.145927273,0.323538462,2.457552389,5.935344406,1,182.6549356,rice
23.67575393,81.03569343,3.686,0.44,6.26,5.17782304,2,233.7034975,rice
20.82477109,84.1341879,1.136,0.2,1.6,6.462391607,2,230.2242223,rice
26.92995077,81.91411159,1.878,0.1925,1.9575,7.069172227,1,290.6793783,rice
23.83509503,83.88387074,1.735047619,0.21,1.735714286,7.473134377,2,241.2013513,rice
26.52872817,80.12267476,1.518380952,0.19,1.3,6.158376967,2,218.9163567,rice
26.46428311,83.85642678,2.75,0.23,2.13,7.549873681,1,248.2256491,rice
22.69657794,82.81088865,1.374556169,0.189986188,1.549765193,6.028321558,2,256.9964761,rice
22.68319059,83.46358271,1.61,0,0,6.604993475,1,194.2651719,rice
21.53346343,82.14004101,1.198,0,0,6.500343222,2,295.9248796,rice
21.40865769,83.3293191,2.354,0,0,5.935745417,1,287.5766935,rice
26.54348085,84.67353597,0.802228412,0.146239554,1.364902507,7.072655622,2,183.6222657,rice
23.35905428,83.59512273,3.52,0.52,1.466666667,5.333322606,1,188.413665,rice
31.48468379,50.66105961,0.696556205,0.064977258,0.578297596,6.898283926,1,78.67221693,wheat
23.22281906,59.31511313,2.913907285,0.430463576,1.953642384,6.277126912,1,108.6591857,wheat
22.72115394,59.08183914,2.352,0.29,2.14,6.777815868,1,96.15004854,wheat
29.1445857,52.03325153,1.168,0.27,1.37,6.636011826,1,83.12920841,wheat
22.45072926,59.95707274,2,0.31,1.97,6.621852926,1,102.5746649,wheat
33.86234244,51.18584832,1.76,0.27,1.72,6.534570427,2,100.9176088,wheat
26.64588548,57.80160525,1.68,0,0,6.86457445,1,101.2399862,wheat
29.36844736,54.46588987,2.603302428,0.396821192,1.967880795,6.661889181,2,146.9927661,wheat
32.88585306,53.10941724,2.656,0.37,2.01,6.403792662,1,82.66761245,wheat
26.16451456,58.42549605,2.115384615,0.282362637,2.005494506,6.478950147,1,114.523192,wheat
32.7874383,52.10621259,1.285,0,0,6.46287051,1,137.3148173,wheat
30.85433994,54.23237016,2.298424242,0.31,1.99,6.325581948,2,158.335716,wheat
32.81296537,59.77332042,1.602331096,0.283003356,1.922002237,6.36961687,2,135.892958,wheat
21.63742097,52.15672023,1.952,0,0,6.904246873,1,127.94704,wheat
21.56081364,58.24317828,1.424,0.27,1.52,6.641266386,1,120.3062225,wheat
24.91898014,56.57494308,1.006403666,0.229773769,1.698825888,6.577047814,2,157.6254107,wheat
23.3675234,51.44040522,1.723,0.24,0,6.290553118,1,119.4179161,wheat
32.61168513,53.43450388,1.346486804,0.146627566,1.348973607,6.432582812,2,129.0833029,wheat
32.98761855,56.91380716,1.68,0,0,6.720389552,1,157.8209829,wheat
21.1671627,50.76765874,0,0.13,0,6.917991832,2,84.09900369,wheat
32.29245075,57.77217857,1.009433071,0.126948819,0.51,6.176585923,1,107.7013803,wheat
31.85745209,58.78096546,0.896267898,0,0,6.767201101,1,139.4082228,wheat
20.46228174,52.60336141,1.4,0,0,6.358830803,1,88.64082953,wheat
30.20210041,50.1380326,1.1,0,0,6.408720502,2,159.637369,wheat
32.83804521,57.00195681,0.7,0,0,6.054040722,1,138.8577307,wheat
28.64841334,56.59916797,2.373680944,0.620732464,0.620732464,6.53954388,2,136.3002864,wheat
33.20749638,52.51777152,0.58330494,0.102214651,1.669505963,6.54841022,2,158.9074287,wheat
30.8789865,58.21944052,3.376,0,0,6.546858671,1,104.7971044,wheat
23.26796952,55.62757951,5.646666667,0.753333333,3.545,6.230511475,2,144.790146,wheat
26.92593036,54.04316819,2.144,0.285,2.19,6.593136467,2,102.9943581,wheat
33.95209584,59.4699163,1.792,0,0,6.640428943,2,133.3803746,wheat
20.09136946,53.97223311,1.024,0.26,1.25,6.207077353,1,125.2942205,wheat
26.08577313,56.06768745,1.530666667,0.16,1.64,6.00834863,1,152.0998446,wheat
22.09104373,56.25209511,1.736,0.325,1.91,6.875602788,2,84.30277408,wheat
33.95105177,54.15593399,1.061333333,0.086666667,1.9,6.377430001,1,159.7094503,wheat
28.53146346,51.51158498,1.552,0,0.93,6.86342785,1,79.13672088,wheat
28.00510977,55.17019342,2.176,0.32,3.16,6.830847712,2,115.4433552,wheat
27.04402781,59.13144774,1.885777778,0.28,2.33,6.253928101,2,144.133609,wheat
33.13479807,50.01891663,0.836264151,0.19245283,0.34,6.689747085,2,102.0858776,wheat
31.61960395,51.08614902,2.24,0,0,6.583213487,1,135.2358305,wheat
27.50568957,54.01820397,3.024,0,0,6.161839979,1,114.8541306,wheat
24.33278733,56.12417545,2.027342342,0.230990991,2.203761261,6.103348652,1,109.1351681,wheat
28.72164631,59.37579557,1.661863014,0,1.43,6.743792045,1,121.4840528,wheat
25.28101255,51.19969856,0.98,0.192765957,2.305,6.291139182,2,96.52795631,wheat
30.83055881,56.65623952,1.968,0.28,1.99,6.477394823,1,153.4808896,wheat
24.78475421,54.86675337,3.152,0.46,3.41,6.324058546,1,161.7501599,wheat
21.2500493,50.54668411,1.93145515,0,0,6.395707486,1,76.73202842,wheat
22.71147615,51.51443588,1.192,0.35,2.32,6.187386059,1,82.51483333,wheat
28.98830116,57.96458855,4.981333333,0.5125,3.25,6.598386095,2,154.1027485,wheat
26.66935651,54.10971217,1.937932723,0.360568182,0.510340909,6.094391879,2,77.69415355,wheat
26.44910438,51.15043087,0.791639892,0.101286682,2.619334086,6.364014181,1,85.87718731,wheat
25.15272442,51.54767082,4.121663563,0.461411132,0.435547279,6.092065594,2,100.0629969,wheat
22.15367553,58.34318338,3.454468085,0.354787234,2.727730497,6.624886074,1,105.7586828,wheat
22.16269576,58.90741579,3.034245614,0.384912281,3.163157895,6.540173202,1,103.4171832,wheat
25.99183159,52.61899038,2.664556962,0.21,0,6.60246342,2,124.9172678,wheat
27.65509604,53.92601391,3.085714286,0.485714286,2.928571429,6.276107098,2,85.77839497,wheat
28.59943017,57.85268636,2.8,0.525,2.375,6.159415985,2,146.3208345,wheat
21.80851548,50.5096322,2.4,0.425,2.75,6.506951286,2,138.213473,wheat
24.586226,50.25912969,2.424,0.33,3.64,6.507618946,1,98.73003058,wheat
28.75736442,58.85227538,2.12,0.2,0,6.226465334,1,116.1287685,wheat
25.53649642,53.97363189,1.073960499,0.098752599,1.164241164,6.178633084,1,89.72013147,wheat
28.86914133,50.50983056,1.198929527,0.171275647,0.79750223,6.457965853,2,89.11392893,wheat
23.20653917,57.75517139,0.754040896,0.181110029,1.008763389,6.326077291,1,135.6644149,wheat
30.03447137,57.16714071,0.932884167,0.186576833,0.852552475,6.66999862,2,128.2064115,wheat
22.69094467,53.86422324,0.0352,0,0,6.213296759,2,140.4013334,wheat
21.8236595,59.64581441,5.6,0.6375,3.125,6.849236311,2,139.1544624,wheat
21.73121202,55.21660738,1.488,0.17,1.81,6.321308622,2,123.9601092,wheat
31.76167796,57.72743864,2.64,0.24,0,6.198411713,2,82.10434989,wheat
31.32720734,54.17967763,3.888736648,0.62,0.98,6.621678462,1,144.8018325,wheat
32.25321056,53.68391381,0.56,0,0,6.804891621,2,106.0760607,wheat
20.40661421,55.50882624,0.95154185,0.176211454,1.795154185,6.476640786,1,100.659201,wheat
28.9138963,54.10859843,0.505369551,0.044219836,1.642451042,6.289688565,2,153.1256813,wheat
21.3272581,50.74277753,1.510773109,0.328355742,2.430168067,6.032033678,1,86.54737814,wheat
23.41584543,59.98962806,1.248,0.2,0,6.211739299,2,131.959498,wheat
33.8708865,56.78024695,1.984,0.28,2.4,6.756850847,2,91.72867099,wheat
23.92271434,52.27758641,2.528,0.4,3.31,6.755050225,2,137.3473567,wheat
23.57774533,55.62655185,1.701333333,0.283333333,2.99,6.563359708,2,141.3680666,wheat
23.9388272,54.87291737,2.184,0.47,2.62,6.901182568,1,146.6616428,wheat
22.71215545,54.72066163,1.424,0.145,0,6.002569182,1,94.83486133,wheat
27.62626513,52.23017432,0,0.31,2.07,6.422694318,2,100.3168624,wheat
30.88267511,52.69713089,2.349666667,0.1875,1.875,6.97323945,1,162.9129631,wheat
21.61239794,57.22063124,4.42631579,0.664473684,3.22,6.477667597,2,141.8402571,wheat
33.70567542,56.05223695,2.424,0.66,4.8,6.626533863,2,118.5550251,wheat
29.89576763,58.17888122,2.8,0.675,4,6.949032941,1,159.9218668,wheat
28.39103747,56.64521207,3.6,0.575,3,6.268937169,2,138.0059458,wheat
28.69331555,59.97943297,0.78490566,0.150943396,0,6.976582042,1,97.92564513,wheat
24.26818049,52.09864128,1.153568854,0.10814708,1.247296323,6.3492459,2,95.83816153,wheat
25.41082075,57.40584681,2.8876,0.285681818,2.7,6.535456802,2,92.06522861,wheat
29.83448534,52.92281,2.496063492,0.260777509,2.582372881,6.193914417,1,79.23405577,wheat
21.43816465,58.82464004,2.512,0.25,2.58,6.410775773,1,128.8619472,wheat
30.34034318,51.68419575,2.266845444,0.254679415,2.48116423,6.841239388,2,90.20001424,wheat
22.40555923,57.23637673,2.632,0,0,6.68765778,2,162.8889752,wheat
22.66469526,51.51783824,2.362247191,0.280898876,2.550561798,6.298165084,2,145.3105423,wheat
27.74080015,56.38574223,2.416,0.28,2.55,6.02697455,2,111.3764672,wheat
30.85454844,57.48603099,2.737579888,0.275356081,3.100862069,6.932325656,1,86.40096727,wheat
27.94020348,58.04350805,2.816,0,0,6.761467373,2,103.0601137,wheat
25.58747374,53.56736054,2.654096389,0.224392347,2.759329609,6.506045777,1,156.9663176,wheat
21.96790926,55.48066752,3.776,0,0,6.109296604,1,103.8796274,wheat
28.13171727,51.23308614,2.624,0,0,6.332155515,2,140.9134931,wheat
32.83179905,57.8682587,2.272,0.23,1.42,6.901257558,2,128.889532,wheat
27.43329405,87.80507732,2.528,0,0,7.18530147,1,54.73367631,Mung Bean
28.3340432,80.77275974,1.776,0.25,0,7.034214276,1,38.7976407,Mung Bean
27.01470397,84.34262707,2.656,0.23,1.59,6.635968698,1,55.296354,Mung Bean
28.17432665,81.04554836,0,0.17,1.52,6.828187499,1,36.35720652,Mung Bean
29.87888063,87.32761241,2.921061225,0.29372449,2.401632653,6.89077995,2,44.75215854,Mung Bean
29.89232778,89.71503316,3.104,0.38,2.49,7.165121109,2,42.99498978,Mung Bean
28.56212158,83.24855855,2.374716484,0.284917582,1.964505495,6.935804256,1,56.48265193,Mung Bean
27.53592929,85.5701901,3.4,0,0,7.196774236,1,53.01899249,Mung Bean
29.68361658,87.93598094,2.424986301,0.284863014,1.98,6.990095452,1,41.82490236,Mung Bean
28.14448546,82.1193047,2.507601359,0.261625142,1.887157418,7.064782138,1,46.75690086,Mung Bean
29.53037621,86.73346018,2.394049187,0.309455165,1.909551646,7.156563094,2,59.87232071,Mung Bean
27.88352946,86.45147631,2.42703689,0.249455165,1.859701097,6.364967184,1,44.64407105,Mung Bean
28.22471276,82.35916228,3.35,0,0,6.428054409,2,44.01206619,Mung Bean
29.008124,84.96089355,1.936,0.21,1.7,6.664187809,1,45.91011391,Mung Bean
29.75538903,86.45193297,2.458049187,0.279455165,1.553034431,6.637677489,2,37.54602719,Mung Bean
29.78416743,85.16906976,5.892571429,0.61,0,6.79385576,2,40.77872823,Mung Bean
27.8640132,80.4513142,4.255685393,0.473904494,2.221207865,6.852884643,2,42.83053902,Mung Bean
27.11026483,84.96771717,4.528,0.44,0,7.121571293,2,51.52617423,Mung Bean
27.11030369,83.64274107,3.089409091,0.352045455,2.25,6.883308033,1,49.11964582,Mung Bean
28.95451232,89.07866095,3.216,0,0,6.421271178,2,57.65901369,Mung Bean
29.21780035,87.93724219,2.768,0,0,6.54450214,2,43.1386631,Mung Bean
28.7420098,85.81675947,2.256,0,0,6.452006451,2,48.54598575,Mung Bean
29.65021184,80.29868321,2.8,0.4,0,6.489259136,1,56.76278363,Mung Bean
27.23924995,86.404241,2.448,0,0,6.713410626,2,37.31236904,Mung Bean
28.95172351,81.67085323,2.918278596,0.227587769,1.962627407,6.510840928,1,56.51103293,Mung Bean
28.18837136,82.60629652,1.808,0.22,1.75,6.287380117,1,37.01110438,Mung Bean
28.30041493,86.20681554,3.168,0.2,2.22,6.86308576,2,50.47333854,Mung Bean
27.89636126,88.71782287,3.953580723,0.410421687,1.94936747,6.78415271,2,57.79863368,Mung Bean
28.6899851,87.50436797,0,0.31,3.17,6.769415888,2,44.56598352,Mung Bean
27.8262623,88.73100226,3.324152957,0.323149297,2.431145251,6.320768488,2,56.68833819,Mung Bean
28.70562673,81.59200689,3.52959276,0.31,0,6.705008504,2,59.87065439,Mung Bean
28.6362812,84.61431076,2.528,0.25,2.16,6.790736339,1,48.48319335,Mung Bean
28.28511547,88.4393979,1.005093379,0.213167327,0.671571402,7.130278657,1,48.56690235,Mung Bean
27.60887393,86.13316408,1.131562693,0.308832613,0.812229771,7.012740397,1,43.80041104,Mung Bean
28.60901145,86.99495766,1.637313016,0.312586636,0.344444444,7.155685016,2,36.94616965,Mung Bean
29.24598976,84.80084105,1.2356,0.185,1.04,6.991242362,2,53.43228915,Mung Bean
28.62911222,89.1148059,1.295144928,0.378405797,1.035652174,6.218923893,1,50.49913241,Mung Bean
29.57329479,88.07505524,1.418666667,0.24,1.465,7.199495368,2,45.04467075,Mung Bean
27.82684262,87.16679147,0.983381898,0.099834437,1.503647903,6.389882166,2,58.37249772,Mung Bean
29.8757015,83.14796296,0.983381898,0.099834437,1.503647903,6.623438282,1,40.12044158,Mung Bean
27.33684386,88.50229102,2.047111111,0.328055556,0,7.033012777,2,51.09802625,Mung Bean
29.83040388,89.30428305,0.969842531,0.099779249,1.521530537,6.32400451,2,58.86687093,Mung Bean
28.2753171,82.76020821,1.611439153,0,0,6.397636709,2,56.04995423,Mung Bean
29.86860065,85.99127934,2.005333333,0.383333333,0,6.401455706,2,58.41394143,Mung Bean
29.5888162,89.9939693,1.202660465,0,0,6.904587016,2,54.96121262,Mung Bean
28.07219563,82.9116472,1.037527594,0.099337748,1.644591612,6.478557136,1,49.61865305,Mung Bean
27.84026517,89.99615558,0.196,0,0,7.063022095,1,52.84626009,Mung Bean
27.10818093,87.4512669,3.296,0.41,0.49,6.981758362,2,55.03723979,Mung Bean
27.68515114,81.94268594,3.770842503,0.734516361,1.179137001,6.227134139,2,54.62243308,Mung Bean
29.34594634,85.60472562,0.985915493,0,0,6.232836962,2,59.03629954,Mung Bean
28.36319404,84.8593608,2.966387597,0.323427464,2.39,7.140437859,2,52.93031105,Mung Bean
27.65280218,89.80650642,4.134561798,0.526713483,1.327668539,6.459252023,1,56.52558045,Mung Bean
27.31372793,85.44815232,1.126869749,0,0,6.568795404,1,53.15223123,Mung Bean
27.06909959,86.89934108,0.303893637,0.071225071,0.921177588,7.12851089,2,50.46746116,Mung Bean
28.06642822,85.91625451,0.46359584,0.066864785,0.527488856,6.42937879,2,39.23831035,Mung Bean
27.73329078,81.13903037,2.5,0.525,4.25,6.248900919,1,44.17580911,Mung Bean
27.53632932,89.92908171,3,0.05,3,6.619891498,2,45.48591922,Mung Bean
29.66461594,84.28187572,1.241685144,0.327050998,1.784922395,6.377568542,2,56.09542002,Mung Bean
29.9145443,85.85384444,1.395638629,0.274143302,1.713395639,6.415459592,1,41.39081525,Mung Bean
28.36363858,87.59810657,0.954385965,0.073684211,1.340350877,6.320662012,1,57.99524359,Mung Bean
29.46416042,87.60890009,0.406709677,0.051612903,0.842580645,6.978400282,1,43.15411472,Mung Bean
29.73013036,82.89166381,2.514285714,0.313571429,3,6.442335593,1,50.91511275,Mung Bean
27.46852989,87.17649,0.522772277,0.193069307,1.386138614,7.184398832,1,43.78420984,Mung Bean
27.77076285,87.09979549,0.768,0.31,0,6.402926221,2,49.50812624,Mung Bean
29.12939524,88.48312598,0.682547264,0.3,3.18,7.085982325,2,36.45012824,Mung Bean
27.10606808,89.89593328,0.888174204,0.44,2.32,6.698574085,1,37.45680611,Mung Bean
28.88078945,86.94206817,4.16,0.45,5.6,6.594739424,2,53.79732545,Mung Bean
28.14720892,83.8001509,3.2,0.233333333,4,6.647965508,2,37.44800463,Mung Bean
29.89129144,80.14487166,1.161777778,0.25,0,7.120032489,1,54.7960127,Mung Bean
27.41503453,80.98004661,2.36,0.37,1.92,6.91380932,1,40.53173216,Mung Bean
29.27308605,89.4875022,2.752,0.4,2.13,7.073048264,1,50.9246554,Mung Bean
29.65296893,88.48587386,1.536,0,0,6.5304707,1,56.01913159,Mung Bean
28.44524991,82.67639542,1.072,0,0,6.684381357,2,58.18713162,Mung Bean
27.96235681,83.97586797,0.608,0.11,0.9,6.581351374,2,48.9366954,Mung Bean
29.25649321,81.97952224,1.511111111,0,0,6.86483915,2,42.02483277,Mung Bean
28.36291385,88.00989267,1.776,0.24,1.7,6.487124217,2,43.05130077,Mung Bean
27.62749466,86.49366929,1.984,0.36,2.3,6.605733068,1,39.26137642,Mung Bean
28.66086349,86.12194568,2.896,0.34,2,6.860602782,1,50.01534317,Mung Bean
29.2114218,87.11497805,1.194570136,0,0,6.41874299,2,51.53848218,Mung Bean
29.40889385,86.16063492,2.336,0.37,0,6.365513634,2,53.35486977,Mung Bean
28.02952623,84.8845732,2.672,0.37,0,6.556372966,1,36.12042927,Mung Bean
28.08657178,80.35005927,2.176,0,0,6.760694228,2,38.14476781,Mung Bean
29.16174608,80.28038146,3.376,0.39,4.48,6.715276663,1,40.16545979,Mung Bean
29.8596912,80.03499648,1.44,0,0,6.666380512,1,50.66487502,Mung Bean
29.06631494,83.6869203,3.218,0.39,0,6.626629798,2,43.95183726,Mung Bean
27.38538997,88.66663953,2.896,0,0,6.702772465,1,58.29933073,Mung Bean
27.93034941,85.42058715,1.1,0.25,1.82,7.011030515,2,43.25095608,Mung Bean
29.2808618,81.8009244,1.072,0,0,6.890156495,2,44.47427436,Mung Bean
28.9973145,83.78911515,1.7,0.29,2.06,6.821747052,1,59.84499208,Mung Bean
27.92678579,86.5543196,1.68,0,0,7.183189922,1,43.4826194,Mung Bean
28.5474135,88.9570454,1.856,0,0,6.27258822,1,49.4897245,Mung Bean
29.36488409,89.1886954,3.144,0.26,1.96,6.679127482,1,48.30159325,Mung Bean
28.56149805,83.63802195,3.248,0.51,2.36,6.689825155,2,41.013132,Mung Bean
28.43683487,87.91332682,2.312,0.32,2.36,6.583381939,2,43.12063289,Mung Bean
28.79728147,80.45744422,0.752,0,0,6.725551062,2,44.30070517,Mung Bean
28.7275267,89.12760359,3.062,0,0,7.069747814,1,58.52974279,Mung Bean
27.95639663,83.52706038,2.144,0.24,0,6.921993878,2,43.25726752,Mung Bean
28.17458662,83.69659318,1.714666667,0.3,1.96,6.770955317,2,37.2464655,Mung Bean
28.77653519,86.69133979,2.174666667,0.29,2.06,6.983130466,1,56.12443206,Mung Bean
28.438097,83.48991368,1.448,0,0,6.267684328,2,52.55469976,Mung Bean
28.97274022,60.50275586,1.392,0.24,0,4.800908436,2,186.5498269,Tea
21.61299778,56.89640445,0.57443753,0.067017712,1.110579225,4.919827153,2,201.1799222,Tea
26.71554771,56.28765802,2.205963206,0.329879467,0.470501163,4.993036384,1,151.3875598,Tea
27.36559349,62.74215557,3.703563326,0.566092751,0.844072495,4.606762414,2,192.9191932,Tea
21.00527346,60.77131372,1.112342909,0.084439655,1.741422414,4.772296297,2,230.6059422,Tea
28.87307446,58.33021692,1.996,0.265,2.02,4.519362251,1,239.3774182,Tea
25.25360803,62.32168144,1.685,0.265,2.02,4.937445982,1,238.5986386,Tea
23.29235578,56.92431128,1.69212,0.395,2.64,4.619441417,1,229.8478065,Tea
27.16935877,61.43782383,2.28,0.265,2.02,4.586794581,1,168.5259941,Tea
22.06389813,64.90015786,1.51,0.095,3.06,4.587211525,1,155.4178681,Tea
27.64363393,61.78526032,2.625641026,0.44,1.384615385,4.789560952,1,211.4984132,Tea
21.77257982,57.36551598,1.542857143,0.276785714,1.138392857,4.852144255,1,164.8080603,Tea
21.14788645,60.59493367,1.16075845,0.222588623,1.632316571,4.538276284,1,242.7375694,Tea
23.42065805,62.80335017,0.569518717,0.053475936,1.021390374,4.52906137,2,207.9346869,Tea
23.49211409,55.50981676,0.571604938,0.066872428,0.951646091,4.571921666,2,248.0127192,Tea
21.9348235,63.90516342,1.020881671,0.104408353,1.496519722,4.832617563,1,249.4180906,Tea
